,period_day,weekday_weekend,month,weekday
5634,morning,weekday,August,Friday
5635,morning,weekday,August,Friday
5636,morning,weekday,August,Friday
5637,morning,weekday,August,Friday
5638,morning,weekday,August,Friday
5639,morning,weekday,August,Friday
5640,morning,weekday,August,Friday
5641,morning,weekday,August,Friday
5642,morning,weekday,August,Friday
5643,morning,weekday,August,Friday
5644,morning,weekday,August,Friday
5645,morning,weekday,August,Friday
5646,morning,weekday,August,Friday
5647,morning,weekday,August,Friday
5648,morning,weekday,August,Friday
5649,morning,weekday,August,Friday
5650,morning,weekday,August,Friday
5651,morning,weekday,August,Friday
5652,morning,weekday,August,Friday
5653,morning,weekday,August,Friday
5654,morning,weekday,August,Friday
5655,morning,weekday,August,Friday
5656,morning,weekday,August,Friday
5657,morning,weekday,August,Friday
5658,morning,weekday,August,Friday
5659,afternoon,weekday,August,Friday
5660,afternoon,weekday,August,Friday
5661,afternoon,weekday,August,Friday
5662,afternoon,weekday,August,Friday
5663,afternoon,weekday,August,Friday
5664,afternoon,weekday,August,Friday
5665,afternoon,weekday,August,Friday
5666,afternoon,weekday,August,Friday
5667,afternoon,weekday,August,Friday
5668,afternoon,weekday,August,Friday
5669,afternoon,weekday,August,Friday
5670,afternoon,weekday,August,Friday
5671,afternoon,weekday,August,Friday
5672,afternoon,weekday,August,Friday
5673,afternoon,weekday,August,Friday
5674,afternoon,weekday,August,Friday
5675,afternoon,weekday,August,Friday
5676,afternoon,weekday,August,Friday
5677,afternoon,weekday,August,Friday
5678,morning,weekday,September,Monday
5679,morning,weekday,September,Monday
5680,morning,weekday,September,Monday
5681,morning,weekday,September,Monday
5682,morning,weekday,September,Monday
5683,morning,weekday,September,Monday
5684,morning,weekday,September,Monday
5685,morning,weekday,September,Monday
5686,morning,weekday,September,Monday
5687,morning,weekday,September,Monday
5688,morning,weekday,September,Monday
5689,morning,weekday,September,Monday
5690,morning,weekday,September,Monday
5691,morning,weekday,September,Monday
5692,morning,weekday,September,Monday
5693,morning,weekday,September,Monday
5694,morning,weekday,September,Monday
5695,morning,weekday,September,Monday
5696,morning,weekday,September,Monday
5697,morning,weekday,September,Monday
5698,morning,weekday,September,Monday
5699,morning,weekday,September,Monday
5700,morning,weekday,September,Monday
5701,morning,weekday,September,Monday
5702,morning,weekday,September,Monday
5703,morning,weekday,September,Monday
5704,morning,weekday,September,Monday
5705,morning,weekday,September,Monday
5706,morning,weekday,September,Monday
5707,morning,weekday,September,Monday
5708,morning,weekday,September,Monday
5709,morning,weekday,September,Monday
5710,morning,weekday,September,Monday
5711,morning,weekday,September,Monday
5712,morning,weekday,September,Monday
5713,morning,weekday,September,Monday
5714,morning,weekday,September,Monday
5715,morning,weekday,September,Monday
5716,morning,weekday,September,Monday
5717,morning,weekday,September,Monday
5718,morning,weekday,September,Monday
5719,morning,weekday,September,Monday
5720,morning,weekday,September,Monday
5721,morning,weekday,September,Monday
5722,morning,weekday,September,Monday
5723,morning,weekday,September,Monday
5724,morning,weekday,September,Monday
5725,morning,weekday,September,Monday
5726,morning,weekday,September,Monday
5727,morning,weekday,September,Monday
5728,morning,weekday,September,Monday
5729,morning,weekday,September,Monday
5730,morning,weekday,September,Monday
5731,morning,weekday,September,Monday
5732,afternoon,weekday,September,Monday
5733,afternoon,weekday,September,Monday
5734,afternoon,weekday,September,Monday
5735,afternoon,weekday,September,Monday
5736,afternoon,weekday,September,Monday
5737,afternoon,weekday,September,Monday
5738,afternoon,weekday,September,Monday
5739,afternoon,weekday,September,Monday
5740,afternoon,weekday,September,Monday
5741,afternoon,weekday,September,Monday
5742,afternoon,weekday,September,Monday
5743,afternoon,weekday,September,Monday
5744,afternoon,weekday,September,Monday
5745,afternoon,weekday,September,Monday
5746,afternoon,weekday,September,Monday
5747,afternoon,weekday,September,Monday
5748,afternoon,weekday,September,Monday
5749,afternoon,weekday,September,Monday
5750,afternoon,weekday,September,Monday
5751,afternoon,weekday,September,Monday
5752,afternoon,weekday,September,Monday
5753,afternoon,weekday,September,Monday
5754,afternoon,weekday,September,Monday
5755,afternoon,weekday,September,Monday
5756,afternoon,weekday,September,Monday
5757,afternoon,weekday,September,Monday
5758,afternoon,weekday,September,Monday
5759,afternoon,weekday,September,Monday
5760,afternoon,weekday,September,Monday
5761,afternoon,weekday,September,Monday
5762,afternoon,weekday,September,Monday
5763,afternoon,weekday,September,Monday
5764,afternoon,weekday,September,Monday
5765,afternoon,weekday,September,Monday
5766,afternoon,weekday,September,Monday
5767,afternoon,weekday,September,Monday
5768,afternoon,weekday,September,Monday
5769,afternoon,weekday,September,Monday
5770,afternoon,weekday,September,Monday
5771,afternoon,weekday,September,Monday
5772,afternoon,weekday,September,Monday
5773,afternoon,weekday,September,Monday
5774,afternoon,weekday,September,Monday
5775,afternoon,weekday,September,Monday
5776,afternoon,weekday,September,Monday
5777,afternoon,weekday,September,Monday
5778,afternoon,weekday,September,Monday
5779,afternoon,weekday,September,Monday
5780,afternoon,weekday,September,Monday
5781,afternoon,weekday,September,Monday
5782,afternoon,weekday,September,Monday
5783,afternoon,weekday,September,Monday
5784,afternoon,weekday,September,Monday
5785,afternoon,weekday,September,Monday
5786,afternoon,weekday,September,Monday
5787,afternoon,weekday,September,Monday
5788,afternoon,weekday,September,Monday
5789,afternoon,weekday,September,Monday
5790,afternoon,weekday,September,Monday
5791,afternoon,weekday,September,Monday
5792,afternoon,weekday,September,Monday
5793,morning,weekend,October,Wednesday
5794,morning,weekend,October,Wednesday
5795,morning,weekend,October,Wednesday
5796,morning,weekend,October,Wednesday
5797,morning,weekend,October,Wednesday
5798,morning,weekend,October,Wednesday
5799,morning,weekend,October,Wednesday
5800,morning,weekend,October,Wednesday
5801,morning,weekend,October,Wednesday
5802,morning,weekend,October,Wednesday
5803,morning,weekend,October,Wednesday
5804,morning,weekend,October,Wednesday
5805,morning,weekend,October,Wednesday
5806,morning,weekend,October,Wednesday
5807,morning,weekend,October,Wednesday
5808,morning,weekend,October,Wednesday
5809,morning,weekend,October,Wednesday
5810,morning,weekend,October,Wednesday
5811,morning,weekend,October,Wednesday
5812,morning,weekend,October,Wednesday
5813,morning,weekend,October,Wednesday
5814,morning,weekend,October,Wednesday
5815,morning,weekend,October,Wednesday
5816,morning,weekend,October,Wednesday
5817,morning,weekend,October,Wednesday
5818,morning,weekend,October,Wednesday
5819,morning,weekend,October,Wednesday
5820,morning,weekend,October,Wednesday
5821,morning,weekend,October,Wednesday
5822,morning,weekend,October,Wednesday
5823,morning,weekend,October,Wednesday
5824,morning,weekend,October,Wednesday
5825,morning,weekend,October,Wednesday
5826,morning,weekend,October,Wednesday
5827,morning,weekend,October,Wednesday
5828,morning,weekend,October,Wednesday
5829,morning,weekend,October,Wednesday
5830,morning,weekend,October,Wednesday
5831,morning,weekend,October,Wednesday
5832,morning,weekend,October,Wednesday
5833,morning,weekend,October,Wednesday
5834,morning,weekend,October,Wednesday
5835,morning,weekend,October,Wednesday
5836,morning,weekend,October,Wednesday
5837,morning,weekend,October,Wednesday
5838,morning,weekend,October,Wednesday
5839,morning,weekend,October,Wednesday
5840,morning,weekend,October,Wednesday
5841,morning,weekend,October,Wednesday
5842,morning,weekend,October,Wednesday
5843,morning,weekend,October,Wednesday
5844,morning,weekend,October,Wednesday
5845,morning,weekend,October,Wednesday
5846,morning,weekend,October,Wednesday
5847,morning,weekend,October,Wednesday
5848,morning,weekend,October,Wednesday
5849,morning,weekend,October,Wednesday
5850,morning,weekend,October,Wednesday
5851,morning,weekend,October,Wednesday
5852,morning,weekend,October,Wednesday
5853,morning,weekend,October,Wednesday
5854,morning,weekend,October,Wednesday
5855,morning,weekend,October,Wednesday
5856,morning,weekend,October,Wednesday
5857,morning,weekend,October,Wednesday
5858,morning,weekend,October,Wednesday
5859,morning,weekend,October,Wednesday
5860,morning,weekend,October,Wednesday
5861,morning,weekend,October,Wednesday
5862,morning,weekend,October,Wednesday
5863,morning,weekend,October,Wednesday
5864,morning,weekend,October,Wednesday
5865,afternoon,weekend,October,Wednesday
5866,afternoon,weekend,October,Wednesday
5867,afternoon,weekend,October,Wednesday
5868,afternoon,weekend,October,Wednesday
5869,afternoon,weekend,October,Wednesday
5870,afternoon,weekend,October,Wednesday
5871,afternoon,weekend,October,Wednesday
5872,afternoon,weekend,October,Wednesday
5873,afternoon,weekend,October,Wednesday
5874,afternoon,weekend,October,Wednesday
5875,afternoon,weekend,October,Wednesday
5876,afternoon,weekend,October,Wednesday
5877,afternoon,weekend,October,Wednesday
5878,afternoon,weekend,October,Wednesday
5879,afternoon,weekend,October,Wednesday
5880,afternoon,weekend,October,Wednesday
5881,afternoon,weekend,October,Wednesday
5882,afternoon,weekend,October,Wednesday
5883,afternoon,weekend,October,Wednesday
5884,afternoon,weekend,October,Wednesday
5885,afternoon,weekend,October,Wednesday
5886,afternoon,weekend,October,Wednesday
5887,afternoon,weekend,October,Wednesday
5888,afternoon,weekend,October,Wednesday
5889,afternoon,weekend,October,Wednesday
5890,afternoon,weekend,October,Wednesday
5891,afternoon,weekend,October,Wednesday
5892,afternoon,weekend,October,Wednesday
5893,afternoon,weekend,October,Wednesday
5894,afternoon,weekend,October,Wednesday
5895,afternoon,weekend,October,Wednesday
5896,afternoon,weekend,October,Wednesday
5897,afternoon,weekend,October,Wednesday
5898,afternoon,weekend,October,Wednesday
5899,afternoon,weekend,October,Wednesday
5900,afternoon,weekend,October,Wednesday
5901,afternoon,weekend,October,Wednesday
5902,afternoon,weekend,October,Wednesday
5903,afternoon,weekend,October,Wednesday
5904,afternoon,weekend,October,Wednesday
5905,afternoon,weekend,October,Wednesday
5906,afternoon,weekend,October,Wednesday
5907,afternoon,weekend,October,Wednesday
5908,afternoon,weekend,October,Wednesday
5909,afternoon,weekend,October,Wednesday
5910,afternoon,weekend,October,Wednesday
5911,afternoon,weekend,October,Wednesday
5912,afternoon,weekend,October,Wednesday
5913,afternoon,weekend,October,Wednesday
5914,afternoon,weekend,October,Wednesday
5915,afternoon,weekend,October,Wednesday
5916,afternoon,weekend,October,Wednesday
5917,afternoon,weekend,October,Wednesday
5918,afternoon,weekend,October,Wednesday
5919,afternoon,weekend,October,Wednesday
5920,afternoon,weekend,October,Wednesday
5921,afternoon,weekend,October,Wednesday
5922,afternoon,weekend,October,Wednesday
5923,afternoon,weekend,October,Wednesday
5924,afternoon,weekend,October,Wednesday
5925,afternoon,weekend,October,Wednesday
5926,afternoon,weekend,October,Wednesday
5927,afternoon,weekend,October,Wednesday
5928,afternoon,weekend,October,Wednesday
5929,afternoon,weekend,October,Wednesday
5930,afternoon,weekend,October,Wednesday
5931,afternoon,weekend,October,Wednesday
5932,afternoon,weekend,October,Wednesday
5933,afternoon,weekend,October,Wednesday
5934,afternoon,weekend,October,Wednesday
5935,afternoon,weekend,October,Wednesday
5936,afternoon,weekend,October,Wednesday
5937,afternoon,weekend,October,Wednesday
5938,afternoon,weekend,October,Wednesday
5939,afternoon,weekend,October,Wednesday
5940,afternoon,weekend,October,Wednesday
5941,afternoon,weekend,October,Wednesday
5942,afternoon,weekend,October,Wednesday
5943,afternoon,weekend,October,Wednesday
5944,afternoon,weekend,October,Wednesday
5945,afternoon,weekend,October,Wednesday
5946,afternoon,weekend,October,Wednesday
5947,afternoon,weekend,October,Wednesday
5948,afternoon,weekend,October,Wednesday
5949,afternoon,weekend,October,Wednesday
5950,afternoon,weekend,October,Wednesday
5951,afternoon,weekend,October,Wednesday
5952,afternoon,weekend,October,Wednesday
5953,afternoon,weekend,October,Wednesday
5954,afternoon,weekend,October,Wednesday
5955,afternoon,weekend,October,Wednesday
5956,evening,weekend,October,Wednesday
5957,morning,weekend,November,Saturday
5958,morning,weekend,November,Saturday
5959,morning,weekend,November,Saturday
5960,morning,weekend,November,Saturday
5961,morning,weekend,November,Saturday
5962,morning,weekend,November,Saturday
5963,morning,weekend,November,Saturday
5964,morning,weekend,November,Saturday
5965,morning,weekend,November,Saturday
5966,morning,weekend,November,Saturday
5967,morning,weekend,November,Saturday
5968,morning,weekend,November,Saturday
5969,morning,weekend,November,Saturday
5970,morning,weekend,November,Saturday
5971,morning,weekend,November,Saturday
5972,morning,weekend,November,Saturday
5973,morning,weekend,November,Saturday
5974,morning,weekend,November,Saturday
5975,morning,weekend,November,Saturday
5976,morning,weekend,November,Saturday
5977,morning,weekend,November,Saturday
5978,morning,weekend,November,Saturday
5979,morning,weekend,November,Saturday
5980,morning,weekend,November,Saturday
5981,morning,weekend,November,Saturday
5982,morning,weekend,November,Saturday
5983,morning,weekend,November,Saturday
5984,morning,weekend,November,Saturday
5985,morning,weekend,November,Saturday
5986,morning,weekend,November,Saturday
5987,morning,weekend,November,Saturday
5988,morning,weekend,November,Saturday
5989,morning,weekend,November,Saturday
5990,morning,weekend,November,Saturday
5991,morning,weekend,November,Saturday
5992,morning,weekend,November,Saturday
5993,morning,weekend,November,Saturday
5994,morning,weekend,November,Saturday
5995,morning,weekend,November,Saturday
5996,morning,weekend,November,Saturday
5997,morning,weekend,November,Saturday
5998,morning,weekend,November,Saturday
5999,morning,weekend,November,Saturday
6000,morning,weekend,November,Saturday
6001,morning,weekend,November,Saturday
6002,morning,weekend,November,Saturday
6003,morning,weekend,November,Saturday
6004,morning,weekend,November,Saturday
6005,morning,weekend,November,Saturday
6006,afternoon,weekend,November,Saturday
6007,afternoon,weekend,November,Saturday
6008,afternoon,weekend,November,Saturday
6009,afternoon,weekend,November,Saturday
6010,afternoon,weekend,November,Saturday
6011,afternoon,weekend,November,Saturday
6012,afternoon,weekend,November,Saturday
6013,afternoon,weekend,November,Saturday
6014,afternoon,weekend,November,Saturday
6015,afternoon,weekend,November,Saturday
6016,afternoon,weekend,November,Saturday
6017,afternoon,weekend,November,Saturday
6018,afternoon,weekend,November,Saturday
6019,afternoon,weekend,November,Saturday
6020,afternoon,weekend,November,Saturday
6021,afternoon,weekend,November,Saturday
6022,afternoon,weekend,November,Saturday
6023,afternoon,weekend,November,Saturday
6024,afternoon,weekend,November,Saturday
6025,afternoon,weekend,November,Saturday
6026,afternoon,weekend,November,Saturday
6027,afternoon,weekend,November,Saturday
6028,afternoon,weekend,November,Saturday
6029,afternoon,weekend,November,Saturday
6030,afternoon,weekend,November,Saturday
6031,afternoon,weekend,November,Saturday
6032,afternoon,weekend,November,Saturday
6033,afternoon,weekend,November,Saturday
6034,afternoon,weekend,November,Saturday
6035,afternoon,weekend,November,Saturday
6036,afternoon,weekend,November,Saturday
6037,afternoon,weekend,November,Saturday
6038,afternoon,weekend,November,Saturday
6039,afternoon,weekend,November,Saturday
6040,afternoon,weekend,November,Saturday
6041,afternoon,weekend,November,Saturday
6042,afternoon,weekend,November,Saturday
6043,afternoon,weekend,November,Saturday
6044,afternoon,weekend,November,Saturday
6045,afternoon,weekend,November,Saturday
6046,afternoon,weekend,November,Saturday
6047,afternoon,weekend,November,Saturday
6048,afternoon,weekend,November,Saturday
6049,morning,weekday,December,Monday
6050,morning,weekday,December,Monday
6051,morning,weekday,December,Monday
6052,morning,weekday,December,Monday
6053,morning,weekday,December,Monday
6054,morning,weekday,December,Monday
6055,morning,weekday,December,Monday
6056,morning,weekday,December,Monday
6057,morning,weekday,December,Monday
6058,morning,weekday,December,Monday
6059,morning,weekday,December,Monday
6060,morning,weekday,December,Monday
6061,morning,weekday,December,Monday
6062,morning,weekday,December,Monday
6063,morning,weekday,December,Monday
6064,morning,weekday,December,Monday
6065,morning,weekday,December,Monday
6066,morning,weekday,December,Monday
6067,morning,weekday,December,Monday
6068,morning,weekday,December,Monday
6069,morning,weekday,December,Monday
6070,morning,weekday,December,Monday
6071,morning,weekday,December,Monday
6072,morning,weekday,December,Monday
6073,morning,weekday,December,Monday
6074,morning,weekday,December,Monday
6075,morning,weekday,December,Monday
6076,morning,weekday,December,Monday
6077,morning,weekday,December,Monday
6078,morning,weekday,December,Monday
6079,morning,weekday,December,Monday
6080,morning,weekday,December,Monday
6081,morning,weekday,December,Monday
6082,morning,weekday,December,Monday
6083,morning,weekday,December,Monday
6084,morning,weekday,December,Monday
6085,morning,weekday,December,Monday
6086,morning,weekday,December,Monday
6087,afternoon,weekday,December,Monday
6088,afternoon,weekday,December,Monday
6089,afternoon,weekday,December,Monday
6090,afternoon,weekday,December,Monday
6091,afternoon,weekday,December,Monday
6092,afternoon,weekday,December,Monday
6093,afternoon,weekday,December,Monday
6094,afternoon,weekday,December,Monday
6095,afternoon,weekday,December,Monday
6096,afternoon,weekday,December,Monday
6097,afternoon,weekday,December,Monday
6098,afternoon,weekday,December,Monday
6099,afternoon,weekday,December,Monday
6100,afternoon,weekday,December,Monday
6101,afternoon,weekday,December,Monday
6102,afternoon,weekday,December,Monday
6103,afternoon,weekday,December,Monday
6104,afternoon,weekday,December,Monday
6105,afternoon,weekday,December,Monday
6106,afternoon,weekday,December,Monday
6107,afternoon,weekday,December,Monday
6108,afternoon,weekday,December,Monday
6109,afternoon,weekday,December,Monday
6110,afternoon,weekday,December,Monday
6111,afternoon,weekday,December,Monday
6112,afternoon,weekday,December,Monday
6113,afternoon,weekday,December,Monday
6114,afternoon,weekday,December,Monday
6115,afternoon,weekday,December,Monday
6116,afternoon,weekday,December,Monday
6117,afternoon,weekday,December,Monday
6118,afternoon,weekday,December,Monday
6119,afternoon,weekday,December,Monday
6120,afternoon,weekday,December,Monday
6121,afternoon,weekday,December,Monday
6122,afternoon,weekday,December,Monday
6123,afternoon,weekday,December,Monday
6124,afternoon,weekday,December,Monday
6125,afternoon,weekday,December,Monday
6126,afternoon,weekday,December,Monday
6127,afternoon,weekday,December,Monday
6128,afternoon,weekday,December,Monday
6129,afternoon,weekday,December,Monday
6130,afternoon,weekday,December,Monday
6131,afternoon,weekday,December,Monday
6132,afternoon,weekday,December,Monday
6133,afternoon,weekday,December,Monday
6134,afternoon,weekday,December,Monday
6135,afternoon,weekday,December,Monday
6136,afternoon,weekday,December,Monday
6137,afternoon,weekday,December,Monday
6138,afternoon,weekday,December,Monday
6139,afternoon,weekday,December,Monday
6140,morning,weekday,December,Tuesday
6141,morning,weekday,December,Tuesday
6142,morning,weekday,December,Tuesday
6143,morning,weekday,December,Tuesday
6144,morning,weekday,December,Tuesday
6145,morning,weekday,December,Tuesday
6146,morning,weekday,December,Tuesday
6147,morning,weekday,December,Tuesday
6148,morning,weekday,December,Tuesday
6149,morning,weekday,December,Tuesday
6150,morning,weekday,December,Tuesday
6151,morning,weekday,December,Tuesday
6152,morning,weekday,December,Tuesday
6153,morning,weekday,December,Tuesday
6154,morning,weekday,December,Tuesday
6155,morning,weekday,December,Tuesday
6156,morning,weekday,December,Tuesday
6157,morning,weekday,December,Tuesday
6158,morning,weekday,December,Tuesday
6159,morning,weekday,December,Tuesday
6160,morning,weekday,December,Tuesday
6161,morning,weekday,December,Tuesday
6162,morning,weekday,December,Tuesday
6163,morning,weekday,December,Tuesday
6164,morning,weekday,December,Tuesday
6165,morning,weekday,December,Tuesday
6166,morning,weekday,December,Tuesday
6167,morning,weekday,December,Tuesday
6168,morning,weekday,December,Tuesday
6169,morning,weekday,December,Tuesday
6170,morning,weekday,December,Tuesday
6171,morning,weekday,December,Tuesday
6172,morning,weekday,December,Tuesday
6173,morning,weekday,December,Tuesday
6174,morning,weekday,December,Tuesday
6175,morning,weekday,December,Tuesday
6176,morning,weekday,December,Tuesday
6177,morning,weekday,December,Tuesday
6178,morning,weekday,December,Tuesday
6179,morning,weekday,December,Tuesday
6180,morning,weekday,December,Tuesday
6181,morning,weekday,December,Tuesday
6182,morning,weekday,December,Tuesday
6183,morning,weekday,December,Tuesday
6184,morning,weekday,December,Tuesday
6185,morning,weekday,December,Tuesday
6186,afternoon,weekday,December,Tuesday
6187,afternoon,weekday,December,Tuesday
6188,afternoon,weekday,December,Tuesday
6189,afternoon,weekday,December,Tuesday
6190,afternoon,weekday,December,Tuesday
6191,afternoon,weekday,December,Tuesday
6192,afternoon,weekday,December,Tuesday
6193,afternoon,weekday,December,Tuesday
6194,afternoon,weekday,December,Tuesday
6195,afternoon,weekday,December,Tuesday
6196,afternoon,weekday,December,Tuesday
6197,afternoon,weekday,December,Tuesday
6198,afternoon,weekday,December,Tuesday
6199,afternoon,weekday,December,Tuesday
6200,afternoon,weekday,December,Tuesday
6201,afternoon,weekday,December,Tuesday
6202,afternoon,weekday,December,Tuesday
6203,afternoon,weekday,December,Tuesday
6204,afternoon,weekday,December,Tuesday
6205,afternoon,weekday,December,Tuesday
6206,afternoon,weekday,December,Tuesday
6207,afternoon,weekday,December,Tuesday
6208,afternoon,weekday,December,Tuesday
6209,afternoon,weekday,December,Tuesday
6210,afternoon,weekday,December,Tuesday
6211,afternoon,weekday,December,Tuesday
6212,afternoon,weekday,December,Tuesday
6213,afternoon,weekday,December,Tuesday
6214,afternoon,weekday,December,Tuesday
6215,afternoon,weekday,December,Tuesday
6216,afternoon,weekday,December,Tuesday
6217,afternoon,weekday,December,Tuesday
6218,afternoon,weekday,December,Tuesday
6219,afternoon,weekday,December,Tuesday
6220,afternoon,weekday,December,Tuesday
6221,afternoon,weekday,December,Tuesday
6222,afternoon,weekday,December,Tuesday
6223,afternoon,weekday,December,Tuesday
6224,afternoon,weekday,December,Tuesday
6225,afternoon,weekday,December,Tuesday
6226,afternoon,weekday,December,Tuesday
6227,evening,weekday,December,Tuesday
6228,evening,weekday,December,Tuesday
6229,evening,weekday,December,Tuesday
6230,morning,weekday,December,Wednesday
6231,morning,weekday,December,Wednesday
6232,morning,weekday,December,Wednesday
6233,morning,weekday,December,Wednesday
6234,morning,weekday,December,Wednesday
6235,morning,weekday,December,Wednesday
6236,morning,weekday,December,Wednesday
6237,morning,weekday,December,Wednesday
6238,morning,weekday,December,Wednesday
6239,morning,weekday,December,Wednesday
6240,morning,weekday,December,Wednesday
6241,morning,weekday,December,Wednesday
6242,morning,weekday,December,Wednesday
6243,morning,weekday,December,Wednesday
6244,morning,weekday,December,Wednesday
6245,morning,weekday,December,Wednesday
6246,morning,weekday,December,Wednesday
6247,morning,weekday,December,Wednesday
6248,morning,weekday,December,Wednesday
6249,morning,weekday,December,Wednesday
6250,morning,weekday,December,Wednesday
6251,morning,weekday,December,Wednesday
6252,morning,weekday,December,Wednesday
6253,morning,weekday,December,Wednesday
6254,morning,weekday,December,Wednesday
6255,morning,weekday,December,Wednesday
6256,morning,weekday,December,Wednesday
6257,morning,weekday,December,Wednesday
6258,morning,weekday,December,Wednesday
6259,morning,weekday,December,Wednesday
6260,morning,weekday,December,Wednesday
6261,morning,weekday,December,Wednesday
6262,morning,weekday,December,Wednesday
6263,morning,weekday,December,Wednesday
6264,morning,weekday,December,Wednesday
6265,morning,weekday,December,Wednesday
6266,morning,weekday,December,Wednesday
6267,morning,weekday,December,Wednesday
6268,morning,weekday,December,Wednesday
6269,morning,weekday,December,Wednesday
6270,morning,weekday,December,Wednesday
6271,morning,weekday,December,Wednesday
6272,morning,weekday,December,Wednesday
6273,morning,weekday,December,Wednesday
6274,morning,weekday,December,Wednesday
6275,morning,weekday,December,Wednesday
6276,afternoon,weekday,December,Wednesday
6277,afternoon,weekday,December,Wednesday
6278,afternoon,weekday,December,Wednesday
6279,afternoon,weekday,December,Wednesday
6280,afternoon,weekday,December,Wednesday
6281,afternoon,weekday,December,Wednesday
6282,afternoon,weekday,December,Wednesday
6283,afternoon,weekday,December,Wednesday
6284,afternoon,weekday,December,Wednesday
6285,afternoon,weekday,December,Wednesday
6286,afternoon,weekday,December,Wednesday
6287,afternoon,weekday,December,Wednesday
6288,afternoon,weekday,December,Wednesday
6289,afternoon,weekday,December,Wednesday
6290,afternoon,weekday,December,Wednesday
6291,afternoon,weekday,December,Wednesday
6292,afternoon,weekday,December,Wednesday
6293,afternoon,weekday,December,Wednesday
6294,afternoon,weekday,December,Wednesday
6295,afternoon,weekday,December,Wednesday
6296,afternoon,weekday,December,Wednesday
6297,afternoon,weekday,December,Wednesday
6298,afternoon,weekday,December,Wednesday
6299,afternoon,weekday,December,Wednesday
6300,afternoon,weekday,December,Wednesday
6301,afternoon,weekday,December,Wednesday
6302,afternoon,weekday,December,Wednesday
6303,afternoon,weekday,December,Wednesday
6304,afternoon,weekday,December,Wednesday
6305,afternoon,weekday,December,Wednesday
6306,afternoon,weekday,December,Wednesday
6307,afternoon,weekday,December,Wednesday
6308,afternoon,weekday,December,Wednesday
6309,afternoon,weekday,December,Wednesday
6310,afternoon,weekday,December,Wednesday
6311,afternoon,weekday,December,Wednesday
6312,afternoon,weekday,December,Wednesday
6313,afternoon,weekday,December,Wednesday
6314,afternoon,weekday,December,Wednesday
6315,afternoon,weekday,December,Wednesday
6316,afternoon,weekday,December,Wednesday
6317,afternoon,weekday,December,Wednesday
6318,afternoon,weekday,December,Wednesday
6319,afternoon,weekday,December,Wednesday
6320,afternoon,weekday,December,Wednesday
6321,afternoon,weekday,December,Wednesday
6322,afternoon,weekday,December,Wednesday
6323,afternoon,weekday,December,Wednesday
6324,afternoon,weekday,December,Wednesday
6325,afternoon,weekday,December,Wednesday
6326,afternoon,weekday,December,Wednesday
6327,afternoon,weekday,December,Wednesday
6328,morning,weekday,December,Thursday
6329,morning,weekday,December,Thursday
6330,morning,weekday,December,Thursday
6331,morning,weekday,December,Thursday
6332,morning,weekday,December,Thursday
6333,morning,weekday,December,Thursday
6334,morning,weekday,December,Thursday
6335,morning,weekday,December,Thursday
6336,morning,weekday,December,Thursday
6337,morning,weekday,December,Thursday
6338,morning,weekday,December,Thursday
6339,morning,weekday,December,Thursday
6340,morning,weekday,December,Thursday
6341,morning,weekday,December,Thursday
6342,morning,weekday,December,Thursday
6343,morning,weekday,December,Thursday
6344,morning,weekday,December,Thursday
6345,morning,weekday,December,Thursday
6346,morning,weekday,December,Thursday
6347,morning,weekday,December,Thursday
6348,morning,weekday,December,Thursday
6349,morning,weekday,December,Thursday
6350,morning,weekday,December,Thursday
6351,morning,weekday,December,Thursday
6352,morning,weekday,December,Thursday
6353,morning,weekday,December,Thursday
6354,morning,weekday,December,Thursday
6355,morning,weekday,December,Thursday
6356,morning,weekday,December,Thursday
6357,morning,weekday,December,Thursday
6358,morning,weekday,December,Thursday
6359,morning,weekday,December,Thursday
6360,morning,weekday,December,Thursday
6361,morning,weekday,December,Thursday
6362,morning,weekday,December,Thursday
6363,morning,weekday,December,Thursday
6364,morning,weekday,December,Thursday
6365,morning,weekday,December,Thursday
6366,morning,weekday,December,Thursday
6367,afternoon,weekday,December,Thursday
6368,afternoon,weekday,December,Thursday
6369,afternoon,weekday,December,Thursday
6370,afternoon,weekday,December,Thursday
6371,afternoon,weekday,December,Thursday
6372,afternoon,weekday,December,Thursday
6373,afternoon,weekday,December,Thursday
6374,afternoon,weekday,December,Thursday
6375,afternoon,weekday,December,Thursday
6376,afternoon,weekday,December,Thursday
6377,afternoon,weekday,December,Thursday
6378,afternoon,weekday,December,Thursday
6379,afternoon,weekday,December,Thursday
6380,afternoon,weekday,December,Thursday
6381,afternoon,weekday,December,Thursday
6382,afternoon,weekday,December,Thursday
6383,afternoon,weekday,December,Thursday
6384,afternoon,weekday,December,Thursday
6385,afternoon,weekday,December,Thursday
6386,afternoon,weekday,December,Thursday
6387,afternoon,weekday,December,Thursday
6388,afternoon,weekday,December,Thursday
6389,afternoon,weekday,December,Thursday
6390,afternoon,weekday,December,Thursday
6391,afternoon,weekday,December,Thursday
6392,afternoon,weekday,December,Thursday
6393,afternoon,weekday,December,Thursday
6394,afternoon,weekday,December,Thursday
6395,afternoon,weekday,December,Thursday
6396,afternoon,weekday,December,Thursday
6397,afternoon,weekday,December,Thursday
6398,afternoon,weekday,December,Thursday
6399,afternoon,weekday,December,Thursday
6400,afternoon,weekday,December,Thursday
6401,afternoon,weekday,December,Thursday
6402,afternoon,weekday,December,Thursday
